case_number,time_reported,time_started,time_ended,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202000974,2020-08-21 12:17:00,2020-08-21 09:50:00,2020-08-21 12:15:00,"1 ELLIS HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202000973,2020-08-21 00:00:00,2020-08-21 00:00:00,2020-08-21 00:00:00,"0 S COLLEGE AVE, COLUMBIA MO, 65201     ", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202000972,2020-08-21 03:28:00,2020-08-21 03:28:00,2020-08-21 03:28:00,"500 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202000971,2020-08-21 03:05:00,2020-08-21 03:00:00,2020-08-21 03:05:00,"800 HITT ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000971,2020-08-21 03:05:00,2020-08-21 03:00:00,2020-08-21 03:05:00,"800 HITT ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000970,2020-08-21 02:06:00,2020-08-21 02:06:00,2020-08-21 02:06:00,"799 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202000969,2020-08-21 01:41:00,2020-08-21 01:41:00,2020-08-21 01:41:00,"518 HITT STREET, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000969,2020-08-21 01:41:00,2020-08-21 01:41:00,2020-08-21 01:41:00,"518 HITT STREET, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000968,2020-08-21 00:22:00,2020-08-21 00:22:00,2020-08-21 00:22:00,"0 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000968,2020-08-21 00:22:00,2020-08-21 00:22:00,2020-08-21 00:22:00,"0 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202000968,2020-08-21 00:22:00,2020-08-21 00:22:00,2020-08-21 00:22:00,"0 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202000967,2020-08-20 23:08:00,2020-08-20 23:08:00,2020-08-20 23:08:00,"1000 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202000967,2020-08-20 23:08:00,2020-08-20 23:08:00,2020-08-20 23:08:00,"1000 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202000967,2020-08-20 23:08:00,2020-08-20 23:08:00,2020-08-20 23:08:00,"1000 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000966,2020-08-20 22:47:00,2020-08-20 22:47:00,2020-08-20 22:47:00,"2398 GRINDSTONE PKWY, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000965,2020-08-20 22:04:00,2020-08-20 22:04:00,2020-08-20 22:04:00,"2500 E NIFONG BLVD, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202000964,2020-08-20 20:56:00,2020-08-20 20:45:00,2020-08-20 20:45:00,"306 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000963,2020-08-20 19:40:00,2020-08-20 19:40:00,2020-08-20 19:40:00,"1598 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000962,2020-08-20 13:37:00,2020-08-20 12:30:00,2020-08-20 13:30:00,"701 HITT ST, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202000961,2020-08-20 00:59:00,2020-08-20 00:59:00,2020-08-20 00:59:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000960,2020-08-20 02:16:00,2020-08-20 02:16:00,2020-08-20 02:16:00,"99 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202000960,2020-08-20 02:16:00,2020-08-20 02:16:00,2020-08-20 02:16:00,"99 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202000960,2020-08-20 02:16:00,2020-08-20 02:16:00,2020-08-20 02:16:00,"99 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202000960,2020-08-20 02:16:00,2020-08-20 02:16:00,2020-08-20 02:16:00,"99 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000959,2020-08-20 00:46:00,2020-08-20 00:46:00,2020-08-20 00:46:00,"1899 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202000959,2020-08-20 00:46:00,2020-08-20 00:46:00,2020-08-20 00:46:00,"1899 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000958,2020-08-19 23:55:00,2020-08-19 23:55:00,2020-08-19 23:55:00,"927 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000957,2020-08-19 19:05:00,2020-08-19 19:05:00,2020-08-19 19:05:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202000956,2020-08-19 14:45:00,2020-08-19 14:45:00,2020-08-19 14:45:00,"808 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000955,2020-08-19 13:43:00,2020-08-19 13:43:00,2020-08-19 13:43:00,"899 ELM ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000954,2020-08-19 11:05:00,2020-08-19 11:04:59,2020-08-19 11:05:00,"913 CURTIS AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000953,2020-08-19 10:43:00,2020-08-18 22:00:00,2020-08-19 07:00:00,"2900 S OLD 63, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000952,2020-08-19 12:24:21,2020-08-19 09:59:00,2020-08-19 10:12:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202000951,2020-08-19 07:30:00,2020-08-18 06:40:00,2020-08-18 23:00:00,"930 EAST CAMPUS LOOP, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY)
202000950,2020-08-19 01:24:39,2020-08-19 01:17:00,2020-08-19 01:17:39,"904 S COLLEGE AVENUE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202000949,2020-08-19 01:22:00,2020-08-19 01:22:00,2020-08-19 01:22:00,"200 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000949,2020-08-19 01:22:00,2020-08-19 01:22:00,2020-08-19 01:22:00,"200 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST
202000948,2020-08-19 01:07:00,2020-08-19 01:07:00,2020-08-19 01:07:00,"0 9TH, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202000947,2020-08-18 20:16:00,2020-08-18 17:00:00,2020-08-18 20:00:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202000946,2020-08-18 13:32:00,2020-08-18 13:32:00,2020-08-18 13:32:00,"599 HITT ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202000945,2020-08-18 01:56:31,2020-08-18 01:56:30,2020-08-18 01:56:31,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000944,2020-08-18 01:15:09,2020-08-18 01:10:08,2020-08-18 01:15:09,"305 S 5TH STREET, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202000943,2020-08-18 05:01:33,2020-08-18 05:01:32,2020-08-18 05:01:33,"220 S TENTH ST, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202000942,2020-08-17 22:50:08,2020-08-17 22:50:07,2020-08-17 22:50:08,"301 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000941,2020-08-17 21:13:00,2020-08-17 21:12:59,2020-08-17 21:13:00,"0 HOSPITAL DR, COLUMBIA MO, 65201     ",YES ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000940,2020-08-17 20:21:00,2020-08-17 20:21:00,2020-08-17 20:36:00,"1000 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000939,2020-08-17 16:03:00,2020-08-17 16:03:00,2020-08-17 16:03:00,"999 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000938,2020-08-17 06:07:00,2020-08-17 06:07:00,2020-08-17 06:07:00,"800 ELM ST, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202000937,2020-08-17 02:22:00,2020-08-17 02:22:00,2020-08-17 02:22:00,"1699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202000937,2020-08-17 02:22:00,2020-08-17 02:22:00,2020-08-17 02:22:00,"1699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000937,2020-08-17 02:22:00,2020-08-17 02:22:00,2020-08-17 02:22:00,"1699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202000936,2020-08-17 01:49:00,2020-08-17 01:49:00,2020-08-17 01:49:00,"99 N PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000935,2020-08-17 01:28:00,2020-08-17 01:27:59,2020-08-17 01:28:00,"200 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000934,2020-08-16 20:25:00,2020-08-16 20:24:59,2020-08-16 20:25:00,"0 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000933,2020-08-16 16:43:00,2020-08-16 16:30:59,2020-08-16 16:43:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202000932,2020-08-16 08:43:00,2020-08-16 08:42:59,2020-08-16 08:43:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202000931,2020-08-16 07:45:01,2020-08-16 07:45:00,2020-08-16 07:45:01,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202000930,2020-08-16 03:41:00,2020-08-16 03:40:59,2020-08-16 03:41:00,"699 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202000930,2020-08-16 03:41:00,2020-08-16 03:40:59,2020-08-16 03:41:00,"699 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000930,2020-08-16 03:41:00,2020-08-16 03:40:59,2020-08-16 03:41:00,"699 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,FORGERY,CLEARED BY ARREST
202000929,2020-08-16 01:32:00,2020-08-16 01:32:00,2020-08-16 01:32:00,"599 CHERRY ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202000929,2020-08-16 01:32:00,2020-08-16 01:32:00,2020-08-16 01:32:00,"599 CHERRY ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000928,2020-08-15 19:57:00,2020-08-15 19:56:59,2020-08-15 19:57:00,"699 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202000927,2020-08-15 01:37:00,2020-08-15 01:37:00,2020-08-15 01:37:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202000926,2020-08-15 00:23:00,2020-08-15 00:23:00,2020-08-15 00:23:00,"0 5TH STREET, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202000925,2020-08-14 23:26:00,2020-08-14 23:26:00,2020-08-14 23:26:00,"2800 S OLD 63, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202000924,2020-08-14 18:52:00,2020-08-14 18:50:00,2020-08-14 18:52:00,"1024 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202000923,2020-08-14 12:06:00,2020-08-14 12:05:00,2020-08-14 12:06:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000922,2020-08-13 00:00:00,2020-08-11 00:00:00,1970-01-01 00:00:00,"1133 ASHLAND RD, COLUMBIA MO,           ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202000921,2020-08-14 00:23:00,2020-08-14 00:22:59,2020-08-14 00:23:00,"399 E STADIUM BLVD, COLUMBIA MO, 65203     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000920,2020-08-13 17:13:00,2020-08-13 17:12:00,2020-08-13 17:13:00,"99 N COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000919,2020-08-13 08:44:00,2020-08-13 08:44:00,2020-08-13 08:44:00,"1199 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202000918,2020-08-13 04:27:00,2020-08-13 04:17:00,2020-08-13 04:17:00,"1103 S PROVIDENCE RD, COLUMBIA             MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000917,2020-08-13 00:15:00,2020-08-13 00:15:00,2020-08-13 00:15:00,"199 S EIGHTH ST, COLUMBIA             MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000917,2020-08-13 00:15:00,2020-08-13 00:15:00,2020-08-13 00:15:00,"199 S EIGHTH ST, COLUMBIA             MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000916,2020-08-13 00:57:00,2020-08-13 00:57:00,2020-08-13 00:57:00,"99 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000915,2020-08-12 23:56:00,2020-08-12 23:56:00,2020-08-12 23:56:00,"411 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000915,2020-08-12 23:56:00,2020-08-12 23:56:00,2020-08-12 23:56:00,"411 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,DRUG - NARCOTIC,CLEARED BY ARREST
202000914,2020-08-12 15:37:00,2020-08-06 07:30:00,2020-08-06 17:12:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202000913,2020-08-12 10:30:00,2020-08-11 06:30:00,2020-08-11 19:30:00,"1100 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202000912,2020-08-12 01:49:00,2020-08-12 01:49:00,2020-08-12 01:49:00,"1115 UNIVERSITY AVE, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000911,2020-08-12 01:21:00,2020-08-12 01:21:00,2020-08-12 01:21:00,"199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000911,2020-08-12 01:21:00,2020-08-12 01:21:00,2020-08-12 01:21:00,"199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202000910,2020-08-12 00:33:00,2020-08-12 00:33:00,2020-08-12 00:33:00,"525 ELM ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202000909,2020-08-12 00:11:00,2020-08-12 00:11:00,2020-08-12 00:11:00,"799 ELM ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202000908,2020-08-11 23:53:00,2020-08-11 23:53:00,2020-08-11 23:53:00,"599 ELM ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000908,2020-08-11 23:53:00,2020-08-11 23:53:00,2020-08-11 23:53:00,"599 ELM ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000907,2020-08-11 23:08:00,2020-08-11 23:08:00,2020-08-11 23:08:00,"126 S PROVIDENCE RD, COLUMBIA MO, 65203     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000906,2020-08-11 22:24:24,2020-08-11 22:24:23,2020-08-11 22:24:24,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202000905,2020-08-11 15:29:00,2020-08-11 15:29:00,2020-08-11 15:29:00,"0 MONK DRIVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202000904,2020-08-11 10:48:00,2020-08-11 10:47:59,2020-08-11 10:48:00,"909 ASHLAND RD, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202000903,2020-08-11 01:00:00,2020-08-11 01:00:00,2020-08-11 01:00:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000902,2020-08-10 23:57:00,2020-08-10 23:57:00,2020-08-10 23:57:00,"301 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000901,2020-08-10 23:50:00,2020-08-10 23:50:00,2020-08-10 23:50:00,"1024 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202000900,2020-08-10 22:02:00,2020-08-10 22:01:59,2020-08-10 22:02:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202000899,2020-08-10 23:02:00,2020-08-10 23:02:00,2020-08-10 23:02:00,"1099 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000898,2020-08-10 17:03:04,2020-04-01 00:00:00,2020-08-10 13:31:00,"402 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202000897,2020-08-10 08:57:00,2020-08-10 08:56:59,2020-08-10 08:57:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,MISSING PERSON,MISSING PERSON,INACTIVE (MUPD ONLY)
202000896,2020-08-10 07:19:00,2020-08-10 07:00:00,2020-08-10 07:19:00,"1003 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202000895,2020-08-09 23:48:00,2020-08-09 23:48:00,2020-08-09 23:48:00,"299 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000895,2020-08-09 23:48:00,2020-08-09 23:48:00,2020-08-09 23:48:00,"299 S EIGHTH ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000894,2020-08-09 22:49:00,2020-08-09 22:49:00,2020-08-09 22:49:00,"1095 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202000893,2020-08-09 14:05:00,2020-08-09 13:56:00,2020-08-09 14:05:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202000892,2020-08-09 11:56:00,2020-08-08 19:00:00,2020-08-09 07:00:00,"311 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202000891,2020-08-09 03:58:00,2020-08-09 03:57:59,2020-08-09 03:58:00,"5657 SINCLAIR RD, COLUMBIA MO, 65203     ",NO  ,EXPARTE / ORDER OF PROTECTION VIOLATION,EXPARTE / ORDER OF PROTECTION VIOLATION,CLEARED BY ARREST
202000891,2020-08-09 03:58:00,2020-08-09 03:57:59,2020-08-09 03:58:00,"5657 SINCLAIR RD, COLUMBIA MO, 65203     ",NO  ,WARRANT ARREST,EXPARTE / ORDER OF PROTECTION VIOLATION,CLEARED BY ARREST
202000890,2020-08-08 23:21:00,2020-08-08 23:21:00,2020-08-08 23:21:00,"1299 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202000889,2020-08-09 00:52:00,2020-08-09 00:51:00,2020-08-09 00:52:00,"199 S TENTH ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202000889,2020-08-09 00:52:00,2020-08-09 00:51:00,2020-08-09 00:52:00,"199 S TENTH ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202000888,2020-08-09 00:07:00,2020-08-09 00:07:00,2020-08-09 00:07:00,"799 ELM ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202000887,2020-08-08 20:28:00,2020-08-08 20:08:59,2020-08-08 20:28:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202000886,2020-08-08 17:21:00,2020-08-08 17:09:00,2020-08-08 17:09:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202000885,2020-08-08 16:40:00,2020-08-07 19:00:00,2020-08-08 07:00:00,"315 W BUSINESS LOOP 70, COLUMBIA MO, 65203     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY)
202000884,2020-08-08 14:06:00,2020-08-08 13:00:00,2020-08-08 14:00:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202000883,2020-08-08 02:09:00,2020-08-08 02:09:00,2020-08-08 02:09:00,"1299 ROCK QUARRY RD, COLUMBIA MO, 65201     ",NO  ,DWI,DWI,CLEARED BY ARREST
202000882,2020-08-08 01:29:00,2020-08-08 01:29:00,2020-08-08 01:29:00,"899 LOCUST ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202000881,2020-08-07 21:32:00,2020-08-07 21:16:00,2020-08-07 21:16:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202000880,2020-08-07 18:12:00,2020-08-07 09:00:00,2020-08-07 12:00:00,"1007 WG6 PARKING LOT, COLUMBIA MO, 65211     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202000879,2020-08-07 14:23:00,2020-08-05 15:45:00,2020-08-05 15:45:00,"101 S FAIRVIEW RD, COLUMBIA MO, 65203     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202000878,2020-08-07 10:58:00,2020-08-07 10:06:00,2020-08-07 10:06:00,"502 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202000877,2020-08-07 12:45:00,2020-08-07 12:07:00,2020-08-07 12:45:00,"999 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,IDENTITY THEFT,IDENTITY THEFT,INACTIVE (MUPD ONLY)
202000876,2020-08-07 08:15:00,2020-08-07 08:00:00,2020-08-07 08:00:00,"1024 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
