case_number,time_reported,time_started,time_ended,location_of_occurrence,domestic_relationship,incident_type,criminal_offense,disposition,latitude,longitude,zip_code,year,month,day,hour,day_of_week,general_offense
202000215,2020-02-11 08:36:00,2020-02-09 16:15:00,2020-02-09 20:00:00,"515 S FIFTH ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.945106,-92.3324859,65201,2020,2,9,16,Sunday,LARCENY 
202000214,2020-02-11 08:04:00,2020-02-07 15:30:00,2020-02-10 07:00:00,"851 CHAMPIONS DR, COLUMBIA MO",NO  ,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,INACTIVE (MUPD ONLY),38.9342168,-92.3287348,65201,2020,2,7,15,Friday,OTHER OFFENSE 
202000213,2020-02-11 08:12:00,2020-02-10 15:00:00,2020-02-11 08:10:00,"912 RICHMOND AVE, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9405628,-92.3310562,65201,2020,2,10,15,Monday,PROPERTY DAMAGE
202000212,2020-02-11 00:42:47,2020-02-11 00:42:46,2020-02-11 00:42:47,"1100 RESEARCH PARK DR, COLUMBIA MO",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9351442,-92.338559,65203,2020,2,11,0,Tuesday,TRAFFIC OFFENSE
202000212,2020-02-11 00:42:47,2020-02-11 00:42:46,2020-02-11 00:42:47,"1100 RESEARCH PARK DR, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9351442,-92.338559,65203,2020,2,11,0,Tuesday,TRAFFIC OFFENSE
202000210,2020-02-10 21:42:54,2020-02-10 21:42:53,2020-02-10 21:42:54,"301 S PROVIDENCE RD, COLUMBIA MO",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9481015,-92.3348007,65201,2020,2,10,21,Monday,TRAFFIC OFFENSE
202000210,2020-02-10 21:42:54,2020-02-10 21:42:53,2020-02-10 21:42:54,"301 S PROVIDENCE RD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9481015,-92.3348007,65201,2020,2,10,21,Monday,TRAFFIC OFFENSE
202000207,2020-02-10 15:03:19,2020-02-10 09:56:00,2020-02-10 10:05:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,OTHER OFFENSE - NOT REPORTABLE,OTHER OFFENSE - NOT REPORTABLE,CLEARED BY ARREST,38.938273,-92.3273842,65201,2020,2,10,9,Monday,OTHER OFFENSE 
202000204,2020-02-10 01:25:00,2020-02-10 01:25:00,2020-02-10 01:25:00,"1401 ROCK QUARRY RD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9339364,-92.3235268,65201,2020,2,10,1,Monday,TRAFFIC OFFENSE
202000203,2020-02-09 18:49:00,2020-02-09 15:29:59,2020-02-09 18:49:00,"1000 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST,38.941494,-92.326565,65201,2020,2,9,15,Sunday,LARCENY 
202000202,2020-02-09 13:51:00,2020-02-09 13:45:00,2020-02-09 13:45:00,"904 VIRGINIA AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.9400674,-92.3223686,65201,2020,2,9,13,Sunday,DRUG 
202000201,2020-02-09 12:44:00,2020-02-09 12:43:59,2020-02-09 12:44:00,"1199 S COLLEGE AVE, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9347526,-92.3230269,65201,2020,2,9,12,Sunday,TRAFFIC OFFENSE
202000199,2020-02-09 01:00:00,2020-02-09 01:00:00,2020-02-09 01:00:00,"99 S NINTH ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.9504888,-92.3275432,65201,2020,2,9,1,Sunday,DRUG 
202000199,2020-02-09 01:00:00,2020-02-09 01:00:00,2020-02-09 01:00:00,"99 S NINTH ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.9504888,-92.3275432,65201,2020,2,9,1,Sunday,DRUG 
202000198,2020-02-09 00:53:00,2020-02-09 00:53:00,2020-02-09 00:53:00,"507 S NINTH ST, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.9464449,-92.3292896,65201,2020,2,9,0,Sunday,FORGERY
202000198,2020-02-09 00:53:00,2020-02-09 00:53:00,2020-02-09 00:53:00,"507 S NINTH ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9464449,-92.3292896,65201,2020,2,9,0,Sunday,FORGERY
202000197,2020-02-08 23:54:00,2020-02-08 23:54:00,2020-02-08 23:54:00,"399 S NINTH ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9474505,-92.3275972,65201,2020,2,8,23,Saturday,FORGERY
202000197,2020-02-08 23:54:00,2020-02-08 23:54:00,2020-02-08 23:54:00,"399 S NINTH ST, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.9474505,-92.3275972,65201,2020,2,8,23,Saturday,FORGERY
202000196,2020-02-08 20:26:00,2020-02-08 20:25:59,2020-02-08 20:26:00,"901 HITT ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9403866,-92.3259,65201,2020,2,8,20,Saturday,DRUG 
202000196,2020-02-08 20:26:00,2020-02-08 20:25:59,2020-02-08 20:26:00,"901 HITT ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9403866,-92.3259,65201,2020,2,8,20,Saturday,DRUG 
202000196,2020-02-08 20:26:00,2020-02-08 20:25:59,2020-02-08 20:26:00,"901 HITT ST, COLUMBIA MO",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST,38.9403866,-92.3259,65201,2020,2,8,20,Saturday,DRUG 
202000194,2020-02-08 13:34:00,2020-02-08 13:00:00,2020-02-08 13:34:00,"404 N KEENE ST, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.9574815,-92.2883474,65201,2020,2,8,13,Saturday,ASSIST OTHER AGENCY (MUPD)
202000191,2020-02-08 03:30:00,2020-02-08 03:30:00,2020-02-08 03:30:00,"909 RICHMOND AVE, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED,38.9407807,-92.3316819,65201,2020,2,8,3,Saturday,LIQUOR LAW
202000189,2020-02-08 01:20:00,2020-02-08 01:20:00,2020-02-08 01:20:00,"909 RICHMOND AVE, COLUMBIA MO",NO  ,OTHER OFFENSE - NOT REPORTABLE,FORGERY,CLEARED BY ARREST,38.9407807,-92.3316819,65201,2020,2,8,1,Saturday,FORGERY
202000189,2020-02-08 01:20:00,2020-02-08 01:20:00,2020-02-08 01:20:00,"909 RICHMOND AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9407807,-92.3316819,65201,2020,2,8,1,Saturday,FORGERY
202000188,2020-02-08 01:30:00,2020-02-08 01:30:00,2020-02-08 01:30:00,"912 RICHARDSON ST, COLUMBIA MO",NO  ,SELF-INFLICTED INJ,SELF-INFLICTED INJ,CLOSED,38.9548023,-92.3197932,65201,2020,2,8,1,Saturday,SELF
202000187,2020-02-08 01:00:00,2020-02-08 01:00:00,2020-02-08 01:00:00,"899 RICHMOND AVE, COLUMBIA MO",UNK ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED,38.941389,-92.3312201,65201,2020,2,8,1,Saturday,ASSAULT
202000186,2020-02-08 00:50:00,2020-02-08 00:34:00,2020-02-08 00:50:00,"1199 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED,38.9421768,-92.3236259,65201,2020,2,8,0,Saturday,DRUG 
202000186,2020-02-08 00:50:00,2020-02-08 00:34:00,2020-02-08 00:50:00,"1199 ROLLINS ST, COLUMBIA MO",NO  ,LIQUOR LAW,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED,38.9421768,-92.3236259,65201,2020,2,8,0,Saturday,DRUG 
202000185,2020-02-07 20:23:00,2020-02-07 20:23:00,2020-02-07 20:23:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.938381,-92.3292677,65201,2020,2,7,20,Friday,DRUG 
202000184,2020-02-07 11:29:28,2020-02-06 00:15:00,2020-02-06 00:50:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.938381,-92.3292677,65201,2020,2,6,0,Thursday,PROPERTY DAMAGE
202000182,2020-02-07 02:31:00,2020-02-07 02:31:00,2020-02-07 02:31:00,"1202 ROLLINS ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.9417635,-92.3225807,65201,2020,2,7,2,Friday,PROPERTY DAMAGE
202000181,2020-02-07 02:45:00,2020-02-07 02:45:00,2020-02-07 02:45:00,"805 RICHMOND AVE, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,INACTIVE (MUPD ONLY),38.9420113,-92.3315265,65201,2020,2,7,2,Friday,ASSAULT
202000180,2020-02-07 01:53:00,2020-02-07 01:53:00,2020-02-07 01:53:00,"499 S PROVIDENCE RD, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.946025,-92.3344512,65201,2020,2,7,1,Friday,DRUG 
202000179,2020-02-07 01:26:00,2020-02-07 01:26:00,2020-02-07 01:26:00,"299 E STEWART RD, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9460174,-92.3344573,65203,2020,2,7,1,Friday,DRUG 
202000179,2020-02-07 01:26:00,2020-02-07 01:26:00,2020-02-07 01:26:00,"299 E STEWART RD, COLUMBIA MO",NO  ,OTHER OFFENSE - REPORTABLE,DRUG - NARCOTIC,CLEARED BY ARREST,38.9460174,-92.3344573,65203,2020,2,7,1,Friday,DRUG 
202000179,2020-02-07 01:26:00,2020-02-07 01:26:00,2020-02-07 01:26:00,"299 E STEWART RD, COLUMBIA MO",NO  ,DWI,DRUG - NARCOTIC,CLEARED BY ARREST,38.9460174,-92.3344573,65203,2020,2,7,1,Friday,DRUG 
202000179,2020-02-07 01:26:00,2020-02-07 01:26:00,2020-02-07 01:26:00,"299 E STEWART RD, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9460174,-92.3344573,65203,2020,2,7,1,Friday,DRUG 
202000178,2020-02-06 21:02:00,2020-02-06 17:32:00,2020-02-06 19:15:00,"1100 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED,38.9419232,-92.3245092,65201,2020,2,6,17,Thursday,LARCENY 
202000177,2020-02-06 20:59:00,2020-02-06 20:59:00,2020-02-06 20:59:00,"904 S COLLEGE AVE, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9400368,-92.3212792,65201,2020,2,6,20,Thursday,DRUG 
202000177,2020-02-06 20:59:00,2020-02-06 20:59:00,2020-02-06 20:59:00,"904 S COLLEGE AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9400368,-92.3212792,65201,2020,2,6,20,Thursday,DRUG 
202000176,2020-02-08 20:26:46,2020-02-06 12:56:00,2020-02-08 20:26:46,"502 KENTUCKY BLVD, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.9389926,-92.3320941,65201,2020,2,6,12,Thursday,DRUG 
202000175,2020-02-06 09:37:00,2020-02-01 00:00:00,2020-02-06 09:37:00,"701 S COLLEGE AVE, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY),38.9436262,-92.3226382,65201,2020,2,1,0,Saturday,LARCENY 
202000174,2020-02-06 01:17:00,2020-02-06 01:17:00,2020-02-06 01:17:00,"599 S COLLEGE AVE, COLUMBIA MO",NO  ,DWI,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.9446805,-92.3220888,65201,2020,2,6,1,Thursday,DRUG 
202000174,2020-02-06 01:17:00,2020-02-06 01:17:00,2020-02-06 01:17:00,"599 S COLLEGE AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.9446805,-92.3220888,65201,2020,2,6,1,Thursday,DRUG 
202000174,2020-02-06 01:17:00,2020-02-06 01:17:00,2020-02-06 01:17:00,"599 S COLLEGE AVE, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.9446805,-92.3220888,65201,2020,2,6,1,Thursday,DRUG 
202000173,2020-02-03 00:00:00,2020-02-03 00:00:00,2020-02-03 00:00:00,"902 VIRGINIA AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY),38.9401701,-92.323346,65201,2020,2,3,0,Monday,FORGERY
202000172,2020-02-05 20:57:32,2020-02-05 16:30:00,2020-02-05 17:00:00,"1306 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9407214,-92.320369,65201,2020,2,5,16,Wednesday,DRUG 
202000172,2020-02-05 20:57:32,2020-02-05 16:30:00,2020-02-05 17:00:00,"1306 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9407214,-92.320369,65201,2020,2,5,16,Wednesday,DRUG 
202000170,2020-02-05 15:27:00,2020-02-05 15:26:59,2020-02-05 15:27:00,"1000 VIRGINIA AVE, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9386026,-92.3228941,65201,2020,2,5,15,Wednesday,DRUG 
202000170,2020-02-05 15:27:00,2020-02-05 15:26:59,2020-02-05 15:27:00,"1000 VIRGINIA AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9386026,-92.3228941,65201,2020,2,5,15,Wednesday,DRUG 
202000170,2020-02-05 15:27:00,2020-02-05 15:26:59,2020-02-05 15:27:00,"1000 VIRGINIA AVE, COLUMBIA MO",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST,38.9386026,-92.3228941,65201,2020,2,5,15,Wednesday,DRUG 
202000169,2020-02-05 11:19:00,2020-02-05 11:00:00,2020-02-05 11:07:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,UNFOUNDED,38.938273,-92.3273842,65201,2020,2,5,11,Wednesday,ASSAULT
202000168,2020-02-05 09:22:00,2020-02-05 00:00:00,2020-02-05 00:00:00,"1000 VIRGINIA AVE, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED,38.9386026,-92.3228941,65201,2020,2,5,0,Wednesday,LARCENY 
202000167,2020-02-05 00:27:00,2020-02-05 00:27:00,2020-02-05 00:27:00,"1599 FELLOWS PL, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.933133,-92.3252086,65201,2020,2,5,0,Wednesday,TRAFFIC OFFENSE
202000167,2020-02-05 00:27:00,2020-02-05 00:27:00,2020-02-05 00:27:00,"1599 FELLOWS PL, COLUMBIA MO",NO  ,WARRANT ARREST,TRAFFIC OFFENSE,CLEARED BY ARREST,38.933133,-92.3252086,65201,2020,2,5,0,Wednesday,TRAFFIC OFFENSE
202000166,2020-02-04 23:04:00,2020-02-04 22:30:00,2020-02-04 23:04:00,"906 VIRGINIA AVE, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.939745,-92.3223941,65201,2020,2,4,22,Tuesday,SICK/MENTALLY ILL PERSON
202000164,2020-02-05 13:30:00,2020-02-04 13:30:00,2020-02-05 13:30:00,"799 S COLLEGE AVE, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY),38.9421674,-92.3220883,65201,2020,2,4,13,Tuesday,LEAVING THE SCENE OF ACCIDENT
202000163,2020-02-04 10:37:00,2020-01-31 19:00:00,2020-02-02 21:00:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,FONDLING,FONDLING,UNFOUNDED,38.938381,-92.3292677,65201,2020,1,31,19,Friday,FONDLING
202000161,2020-02-04 12:57:00,2020-02-02 12:00:00,2020-02-04 09:00:00,"1100 S PROVIDENCE RD, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,INACTIVE (MUPD ONLY),38.936514,-92.3354928,65203,2020,2,2,12,Sunday,LARCENY 
202000160,2020-02-04 10:36:00,2020-02-04 10:16:00,2020-02-04 10:30:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,EXCEPTIONALLY CLEARED,38.938273,-92.3273842,65201,2020,2,4,10,Tuesday,PROPERTY DAMAGE
202000159,2020-02-03 15:53:28,2020-02-03 15:53:27,2020-02-03 15:53:28,"1 HOSPITAL DR, COLUMBIA MO",NO  ,RESISTING ARREST BY FLEEING,MOTOR VEHICLE THEFT,CLEARED BY ARREST,38.938273,-92.3273842,65201,2020,2,3,15,Monday,MOTOR VEHICLE THEFT
202000159,2020-02-03 15:53:28,2020-02-03 15:53:27,2020-02-03 15:53:28,"1 HOSPITAL DR, COLUMBIA MO",NO  ,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,CLEARED BY ARREST,38.938273,-92.3273842,65201,2020,2,3,15,Monday,MOTOR VEHICLE THEFT
202000159,2020-02-03 15:53:28,2020-02-03 15:53:27,2020-02-03 15:53:28,"1 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - NARCOTIC,MOTOR VEHICLE THEFT,CLEARED BY ARREST,38.938273,-92.3273842,65201,2020,2,3,15,Monday,MOTOR VEHICLE THEFT
202000159,2020-02-03 15:53:28,2020-02-03 15:53:27,2020-02-03 15:53:28,"1 HOSPITAL DR, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,MOTOR VEHICLE THEFT,CLEARED BY ARREST,38.938273,-92.3273842,65201,2020,2,3,15,Monday,MOTOR VEHICLE THEFT
202000159,2020-02-03 15:53:28,2020-02-03 15:53:27,2020-02-03 15:53:28,"1 HOSPITAL DR, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,MOTOR VEHICLE THEFT,CLEARED BY ARREST,38.938273,-92.3273842,65201,2020,2,3,15,Monday,MOTOR VEHICLE THEFT
202000159,2020-02-03 15:53:28,2020-02-03 15:53:27,2020-02-03 15:53:28,"1 HOSPITAL DR, COLUMBIA MO",NO  ,WARRANT ARREST,MOTOR VEHICLE THEFT,CLEARED BY ARREST,38.938273,-92.3273842,65201,2020,2,3,15,Monday,MOTOR VEHICLE THEFT
202000158,2020-02-01 02:18:00,2020-02-01 02:18:00,2020-02-01 02:18:00,"404 KENTUCKY BLVD, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,INACTIVE (MUPD ONLY),38.9382868,-92.3335053,65201,2020,2,1,2,Saturday,SICK/MENTALLY ILL PERSON
202000156,2020-02-03 19:18:00,2020-02-03 19:17:59,2020-02-03 19:18:00,"927 S PROVIDENCE RD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9398463,-92.3341425,65201,2020,2,3,19,Monday,TRAFFIC OFFENSE
202000155,2020-02-03 10:36:00,2020-01-31 02:00:00,2020-02-02 02:30:00,"1007 TIGER AVE, COLUMBIA MO",NO  ,STALKING,STALKING,EXCEPTIONALLY CLEARED,38.9387196,-92.330946,65201,2020,1,31,2,Friday,STALKING
202000153,2020-02-03 09:20:00,2020-02-03 09:19:59,2020-02-03 09:20:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,LARCENY - THEFT OF MOTOR VEHICLE PARTS,LARCENY - THEFT OF MOTOR VEHICLE PARTS,INACTIVE (MUPD ONLY),0.168261521515456,90873059.0,65201,2020,2,3,9,Monday,LARCENY 
202000151,2020-02-03 08:50:00,2020-02-02 05:57:00,2020-02-02 08:40:00,"412 S SIXTH ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.9468189,-92.329381,65201,2020,2,2,5,Sunday,LARCENY 
202000150,2020-02-02 22:46:00,2020-02-02 22:46:00,2020-02-02 22:46:00,"499 S PROVIDENCE RD, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.946025,-92.3344512,65201,2020,2,2,22,Sunday,DRUG 
202000150,2020-02-02 22:46:00,2020-02-02 22:46:00,2020-02-02 22:46:00,"499 S PROVIDENCE RD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST,38.946025,-92.3344512,65201,2020,2,2,22,Sunday,DRUG 
202000149,2020-02-02 22:14:02,2020-02-02 22:14:00,2020-02-02 22:14:00,"199 S SEVENTH ST, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9495248,-92.3297568,65201,2020,2,2,22,Sunday,DWI
202000149,2020-02-02 22:14:02,2020-02-02 22:14:00,2020-02-02 22:14:00,"199 S SEVENTH ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9495248,-92.3297568,65201,2020,2,2,22,Sunday,DWI
202000148,2020-02-02 17:59:00,2020-02-02 17:59:00,2020-02-02 17:59:00,"2900 S OLD 63 S, COLUMBIA MO",YES ,PROPERTY DAMAGE - MISDEMEANOR,ASSAULT-INTIMIDATION,CLEARED BY ARREST,38.9184185,-92.3045636,65203,2020,2,2,17,Sunday,ASSAULT
202000148,2020-02-02 17:59:00,2020-02-02 17:59:00,2020-02-02 17:59:00,"2900 S OLD 63 S, COLUMBIA MO",YES ,ASSAULT-INTIMIDATION,ASSAULT-INTIMIDATION,CLEARED BY ARREST,38.9184185,-92.3045636,65203,2020,2,2,17,Sunday,ASSAULT
202000147,2020-02-02 15:22:00,2020-02-02 15:04:00,2020-02-02 15:04:00,"404 N KEENE ST, COLUMBIA MO",NO  ,COUNTERFEITING,COUNTERFEITING,UNFOUNDED,38.9574815,-92.2883474,65201,2020,2,2,15,Sunday,COUNTERFEITING
202000146,2020-02-02 02:31:00,2020-02-02 02:31:00,2020-02-02 02:31:00,"525 ELM ST, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9486415,-92.3311419,65201,2020,2,2,2,Sunday,SICK/MENTALLY ILL PERSON
202000145,2020-02-02 02:21:00,2020-02-02 02:21:00,2020-02-02 02:21:00,"99 N PROVIDENCE RD, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST,38.9527072,-92.334134,65203,2020,2,2,2,Sunday,LIQUOR LAW
202000144,2020-02-02 00:27:00,2020-02-02 00:27:00,2020-02-02 00:27:00,"799 TIGER AVE, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9423682,-92.329989,65201,2020,2,2,0,Sunday,DWI
202000144,2020-02-02 00:27:00,2020-02-02 00:27:00,2020-02-02 00:27:00,"799 TIGER AVE, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9423682,-92.329989,65201,2020,2,2,0,Sunday,DWI
202000143,2020-02-01 22:40:30,2020-02-01 22:40:29,2020-02-01 22:40:30,"999 E STADIUM BLVD, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9351564,-92.3256949,65201,2020,2,1,22,Saturday,FORGERY
202000143,2020-02-01 22:40:30,2020-02-01 22:40:29,2020-02-01 22:40:30,"999 E STADIUM BLVD, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.9351564,-92.3256949,65201,2020,2,1,22,Saturday,FORGERY
202000142,2020-02-01 21:04:00,2020-02-01 21:03:59,2020-02-01 21:04:00,"1024 ASHLAND RD, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST,38.9375277,-92.3172719,65201,2020,2,1,21,Saturday,FORGERY
202000142,2020-02-01 21:04:00,2020-02-01 21:03:59,2020-02-01 21:04:00,"1024 ASHLAND RD, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9375277,-92.3172719,65201,2020,2,1,21,Saturday,FORGERY
202000142,2020-02-01 21:04:00,2020-02-01 21:03:59,2020-02-01 21:04:00,"1024 ASHLAND RD, COLUMBIA MO",NO  ,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST,38.9375277,-92.3172719,65201,2020,2,1,21,Saturday,FORGERY
202000141,2020-02-01 20:56:00,2020-02-01 20:56:00,2020-02-01 20:56:00,"1449 S PROVIDENCE RD, COLUMBIA MO",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST,38.9344839,-92.3367387,65203,2020,2,1,20,Saturday,WARRANT ARREST
202000138,2020-01-31 23:41:00,2020-01-31 23:41:00,2020-01-31 23:41:00,"0 9TH ST, COLUMBIA MO",NO  ,ROBBERY,ROBBERY,CLEARED BY ARREST,0.16826153278868,90871537.0,65201,2020,1,31,23,Friday,ROBBERY
202000137,2020-01-31 21:42:00,2020-01-31 21:41:59,2020-01-31 21:42:00,"99 S NINTH ST, COLUMBIA MO",NO  ,DWI,DWI,CLEARED BY ARREST,38.9504888,-92.3275432,65201,2020,1,31,21,Friday,DWI
202000137,2020-01-31 21:42:00,2020-01-31 21:41:59,2020-01-31 21:42:00,"99 S NINTH ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST,38.9504888,-92.3275432,65201,2020,1,31,21,Friday,DWI
