case_number,time_reported,time_occured,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202001605,11/09/2020 12:50:00 am,11/09/2020 12:49:59 am-11/09/2020 12:50:00 am,"126 S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202001604,11/08/2020 11:37:00 pm,11/08/2020 11:36:59 pm-11/08/2020 11:37:00 pm,"1700 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001604,11/08/2020 11:37:00 pm,11/08/2020 11:36:59 pm-11/08/2020 11:37:00 pm,"1700 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202001604,11/08/2020 11:37:00 pm,11/08/2020 11:36:59 pm-11/08/2020 11:37:00 pm,"1700 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,RESISTING ARREST BY FLEEING,DRUG - NARCOTIC,CLEARED BY ARREST
202001603,11/08/2020 06:29:00 pm,11/08/2020 03:30:00 pm-11/08/2020 06:29:00 pm,"404 N KEENE ST , COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202001602,11/08/2020 04:24:00 pm,11/02/2020 06:00:00 am-11/08/2020 04:00:00 pm,"404 N KEENE ST , COLUMBIA MO, 65201     ",NO  ,STALKING,STALKING,EXCEPTIONALLY CLEARED
202001601,11/08/2020 05:36:09 pm,11/08/2020 05:36:08 pm-11/08/2020 05:36:09 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202001601,11/08/2020 05:36:09 pm,11/08/2020 05:36:08 pm-11/08/2020 05:36:09 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,RECOVER VEH./PROP.,WARRANT ARREST,CLEARED BY ARREST
202001600,11/08/2020 03:54:00 pm,11/08/2020 03:30:59 pm-11/08/2020 03:54:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202001599,11/08/2020 12:00:00 am,10/29/2020 01:35:00 pm-10/29/2020 01:40:00 pm,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202001598,11/08/2020 03:37:55 pm,11/08/2020 02:41:00 pm-11/08/2020 02:41:00 pm,"1899 E STADIUM BLVD/S OLD 63 , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202001597,11/08/2020 01:49:00 am,11/08/2020 01:49:00 am-11/08/2020 01:49:00 am,"711 S COLLEGE AVE/BOUCHELLE AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202001597,11/08/2020 01:49:00 am,11/08/2020 01:49:00 am-11/08/2020 01:49:00 am,"711 S COLLEGE AVE/BOUCHELLE AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,LIQUOR LAW,EXCEPTIONALLY CLEARED
202001596,11/08/2020 12:08:00 am,11/08/2020 12:08:00 am-11/08/2020 12:08:00 am,"399 E BRANDON RD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202001596,11/08/2020 12:08:00 am,11/08/2020 12:08:00 am-11/08/2020 12:08:00 am,"399 E BRANDON RD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001596,11/08/2020 12:08:00 am,11/08/2020 12:08:00 am-11/08/2020 12:08:00 am,"399 E BRANDON RD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001595,11/07/2020 11:58:00 pm,11/07/2020 11:58:00 pm-11/07/2020 11:58:00 pm,"1099 LOCUST ST/HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202001594,11/07/2020 11:40:00 pm,11/07/2020 11:40:00 pm-11/07/2020 11:40:00 pm,"419 S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202001593,11/07/2020 01:14:00 am,11/07/2020 01:14:00 am-11/07/2020 01:14:00 am,"299 HITT ST/ELM ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001592,11/07/2020 12:48:00 am,11/07/2020 12:47:00 am-11/07/2020 12:48:00 am,"699 TIGER AVE/TURNER AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001592,11/07/2020 12:48:00 am,11/07/2020 12:47:00 am-11/07/2020 12:48:00 am,"699 TIGER AVE/TURNER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001591,11/06/2020 11:58:00 pm,11/06/2020 11:58:00 pm-11/06/2020 11:58:00 pm,"999 LOCUST ST/S TENTH ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202001590,11/06/2020 10:32:00 pm,11/06/2020 10:32:00 pm-11/06/2020 10:32:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202001589,11/06/2020 02:13:29 pm,11/06/2020 11:07:00 am-11/06/2020 11:07:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202001588,11/06/2020 12:00:00 pm,11/06/2020 11:56:00 am-11/06/2020 12:00:00 pm,"599 S COLLEGE AVE/WILSON AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202001587,11/06/2020 06:05:00 am,11/06/2020 04:58:00 am-11/06/2020 05:18:00 am,"1202 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202001586,11/05/2020 10:04:48 pm,11/05/2020 10:04:47 pm-11/05/2020 10:04:48 pm,"1300 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202001585,11/05/2020 07:52:00 pm,11/05/2020 07:51:59 pm-11/05/2020 07:52:00 pm,"2900 S OLD 63 , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202001584,11/05/2020 09:00:00 pm,11/05/2020 09:00:00 pm-11/05/2020 09:00:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202001583,11/05/2020 07:19:00 pm,10/18/2020 12:00:00 am-11/05/2020 07:19:00 pm,"1306 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,SUSPICIOUS PERSON / INCIDENT,SUSPICIOUS PERSON / INCIDENT,INACTIVE (MUPD ONLY)
202001582,11/05/2020 05:18:00 pm,11/05/2020 01:00:00 pm-11/05/2020 05:18:00 pm,"511 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202001582,11/05/2020 05:18:00 pm,11/05/2020 01:00:00 pm-11/05/2020 05:18:00 pm,"511 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202001581,11/05/2020 04:57:00 pm,11/05/2020 04:50:00 pm-11/05/2020 04:50:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,FONDLING,FONDLING,EXCEPTIONALLY CLEARED
202001580,11/05/2020 03:24:00 pm,11/05/2020 03:23:59 pm-11/05/2020 03:24:00 pm,"801 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202001579,11/06/2020 07:34:19 pm,11/05/2020 02:00:00 pm-11/05/2020 02:30:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001579,11/06/2020 07:34:19 pm,11/05/2020 02:00:00 pm-11/05/2020 02:30:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202001578,11/05/2020 01:31:00 pm,11/05/2020 12:00:00 am-11/05/2020 12:00:00 am,"502 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,RAPE - FORCIBLE,RAPE - FORCIBLE,EXCEPTIONALLY CLEARED
202001577,11/05/2020 12:16:00 pm,11/03/2020 04:30:00 pm-11/05/2020 09:50:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202001576,11/05/2020 12:00:00 am,10/30/2020 12:00:00 am-01/01/1970 12:00:00 am,"404 KENTUCKY BLVD , COLUMBIA MO,           ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202001575,11/05/2020 11:01:20 am,11/05/2020 11:01:19 am-11/05/2020 11:01:20 am,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202001574,11/05/2020 12:27:00 am,11/05/2020 12:26:59 am-11/05/2020 12:27:00 am,"204 S COLLEGE AVE/BASS AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202001574,11/05/2020 12:27:00 am,11/05/2020 12:26:59 am-11/05/2020 12:27:00 am,"204 S COLLEGE AVE/BASS AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001573,11/04/2020 12:00:00 am,11/04/2020 12:00:00 am-11/04/2020 12:00:00 am,"1550 E BOONE INDUSTRIAL BLVD , COLUMBIA MO, 65202     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202001572,11/04/2020 09:47:37 pm,11/04/2020 07:30:00 pm-11/04/2020 07:34:00 pm,"0 MO 740/MICK DEAVER DRIVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202001571,11/04/2020 12:00:00 am,11/04/2020 12:00:00 am-11/04/2020 12:00:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA             MO, 65201     ", ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202001570,11/04/2020 12:41:00 pm,11/04/2020 12:41:00 pm-11/04/2020 12:41:00 pm,"0 HITT STREET / ROLLINS STREET , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,INACTIVE (MUPD ONLY)
202001569,11/04/2020 06:00:00 am,11/04/2020 06:00:00 am-11/04/2020 06:00:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202001568,11/04/2020 02:19:00 am,11/04/2020 02:18:59 am-11/04/2020 02:19:00 am,"1299 ROCK QUARRY RD/FELLOWS PL , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001568,11/04/2020 02:19:00 am,11/04/2020 02:18:59 am-11/04/2020 02:19:00 am,"1299 ROCK QUARRY RD/FELLOWS PL , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202001568,11/04/2020 02:19:00 am,11/04/2020 02:18:59 am-11/04/2020 02:19:00 am,"1299 ROCK QUARRY RD/FELLOWS PL , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,DRUG - NARCOTIC,CLEARED BY ARREST
202001567,11/03/2020 07:21:00 pm,11/01/2020 12:00:00 am-11/03/2020 07:21:00 pm,"311 S SIXTH ST , COLUMBIA MO, 65203     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202001566,11/03/2020 03:03:00 pm,11/03/2020 03:03:00 pm-11/03/2020 03:03:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202001565,11/03/2020 12:27:12 pm,10/31/2020 10:00:00 pm-10/31/2020 10:00:00 pm,"5550 HWY 63 S , COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,UNFOUNDED
202001564,11/03/2020 10:06:00 am,11/03/2020 10:00:00 am-11/03/2020 10:05:00 am,"5550 HWY 63 S , COLUMBIA MO, 65203     ",NO  ,TRESPASS,TRESPASS,INACTIVE (MUPD ONLY)
202001563,11/03/2020 01:12:00 am,11/03/2020 01:12:00 am-11/03/2020 01:12:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202001563,11/03/2020 01:12:00 am,11/03/2020 01:12:00 am-11/03/2020 01:12:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001563,11/03/2020 01:12:00 am,11/03/2020 01:12:00 am-11/03/2020 01:12:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202001562,11/03/2020 01:34:00 am,11/03/2020 01:34:00 am-11/03/2020 01:34:00 am,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001562,11/03/2020 01:34:00 am,11/03/2020 01:34:00 am-11/03/2020 01:34:00 am,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202001562,11/03/2020 01:34:00 am,11/03/2020 01:34:00 am-11/03/2020 01:34:00 am,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202001561,11/02/2020 09:48:00 pm,11/02/2020 09:40:00 pm-11/02/2020 09:44:00 pm,"900 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202001560,11/02/2020 02:13:00 pm,11/02/2020 02:12:59 pm-11/02/2020 02:13:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202001559,11/02/2020 12:30:00 pm,11/02/2020 09:00:00 am-11/02/2020 12:10:00 pm,"601 TURNER AVENUE GARAGE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,INACTIVE (MUPD ONLY)
202001558,11/02/2020 12:00:00 am,11/02/2020 12:00:00 am-01/01/1970 12:00:00 am,"406 BURNAM AVE , COLUMBIA MO,           ",NO  ,BURGLARY,BURGLARY,EXCEPTIONALLY CLEARED
202001557,11/01/2020 08:06:00 am,11/01/2020 07:55:00 am-11/01/2020 08:05:00 am,"25 HINKSON CREEK TRL , COLUMBIA MO, 65203     ",NO  ,DISORDERLY CONDUCT,DISORDERLY CONDUCT,CLEARED BY ARREST
202001556,11/01/2020 07:51:00 am,10/31/2020 09:15:00 pm-10/31/2020 09:15:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202001555,11/01/2020 01:53:00 am,11/01/2020 01:53:00 am-11/01/2020 01:53:00 am,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,DWI,DWI,CLEARED BY ARREST
202001555,11/01/2020 01:53:00 am,11/01/2020 01:53:00 am-11/01/2020 01:53:00 am,"399 E STADIUM BLVD/S PROVIDENCE RD , COLUMBIA MO, 65203     ",NO  ,TRAFFIC OFFENSE,DWI,CLEARED BY ARREST
202001554,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"601 TURNER AVE , COLUMBIA MO, 65201     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202001554,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"601 TURNER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001554,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"601 TURNER AVE , COLUMBIA MO, 65201     ",NO  ,DISORDERLY CONDUCT,FORGERY,CLEARED BY ARREST
202001554,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"601 TURNER AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202001553,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"499 CONLEY AVE/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,TRESPASS,FORGERY,CLEARED BY ARREST
202001553,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"499 CONLEY AVE/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,OTHER OFFENSE - REPORTABLE,FORGERY,CLEARED BY ARREST
202001553,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"499 CONLEY AVE/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001553,11/01/2020 01:04:00 am,11/01/2020 01:04:00 am-11/01/2020 01:04:00 am,"499 CONLEY AVE/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001552,11/01/2020 12:06:00 am,11/01/2020 12:06:00 am-11/01/2020 12:06:00 am,"699 S FIFTH ST/TURNER AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001552,11/01/2020 12:06:00 am,11/01/2020 12:06:00 am-11/01/2020 12:06:00 am,"699 S FIFTH ST/TURNER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001551,10/31/2020 11:55:00 pm,10/31/2020 11:55:00 pm-10/31/2020 11:55:00 pm,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001551,10/31/2020 11:55:00 pm,10/31/2020 11:55:00 pm-10/31/2020 11:55:00 pm,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001550,11/01/2020 12:10:00 am,11/01/2020 12:09:59 am-11/01/2020 12:10:00 am,"507 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001550,11/01/2020 12:10:00 am,11/01/2020 12:09:59 am-11/01/2020 12:10:00 am,"507 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001549,10/31/2020 11:34:00 pm,10/31/2020 11:34:00 pm-10/31/2020 11:34:00 pm,"518 HITT ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001549,10/31/2020 11:34:00 pm,10/31/2020 11:34:00 pm-10/31/2020 11:34:00 pm,"518 HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001548,10/31/2020 11:13:00 pm,10/31/2020 11:12:59 pm-10/31/2020 11:13:00 pm,"909 RICHMOND AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202001547,10/31/2020 04:24:00 pm,10/29/2020 05:00:00 am-10/31/2020 04:23:00 pm,"1114 EAST CAMPUS LOOP , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202001546,10/31/2020 01:17:00 pm,10/31/2020 01:17:00 pm-10/31/2020 01:17:00 pm,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001545,10/31/2020 02:02:00 am,10/31/2020 02:01:00 am-10/31/2020 02:02:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202001545,10/31/2020 02:02:00 am,10/31/2020 02:01:00 am-10/31/2020 02:02:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,DWI,DRUG - NARCOTIC,CLEARED BY ARREST
202001545,10/31/2020 02:02:00 am,10/31/2020 02:01:00 am-10/31/2020 02:02:00 am,"999 S COLLEGE AVE/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001544,10/31/2020 01:21:00 am,10/31/2020 01:21:00 am-10/31/2020 01:21:00 am,"1199 LOCUST ST/WAUGH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202001543,10/31/2020 01:15:00 am,10/31/2020 01:13:00 am-10/31/2020 01:15:00 am,"499 ROLLINS ST/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,FORGERY,CLEARED BY ARREST
202001543,10/31/2020 01:15:00 am,10/31/2020 01:13:00 am-10/31/2020 01:15:00 am,"499 ROLLINS ST/S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001542,10/31/2020 12:50:00 am,10/31/2020 12:50:00 am-10/31/2020 12:50:00 am,"799 HITT ST/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001541,10/30/2020 10:44:00 pm,10/30/2020 10:44:00 pm-10/30/2020 10:44:00 pm,"400 CONLEY AVE/S FOURTH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202001541,10/30/2020 10:44:00 pm,10/30/2020 10:44:00 pm-10/30/2020 10:44:00 pm,"400 CONLEY AVE/S FOURTH ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001540,10/30/2020 09:30:00 pm,10/30/2020 09:30:00 pm-10/30/2020 09:30:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202001539,10/31/2020 06:42:27 am,10/31/2020 06:42:26 am-10/31/2020 06:42:27 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202001538,10/30/2020 08:52:00 pm,10/30/2020 08:52:00 pm-10/30/2020 08:52:00 pm,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202001537,10/30/2020 12:14:00 pm,10/25/2020 02:30:00 am-10/25/2020 03:00:00 am,"1006 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202001536,10/30/2020 12:36:00 am,10/30/2020 12:36:00 am-10/30/2020 12:36:00 am,"502 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202001535,10/30/2020 12:27:00 am,10/30/2020 12:24:00 am-10/30/2020 12:27:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001534,10/29/2020 10:59:23 pm,10/29/2020 10:59:22 pm-10/29/2020 10:59:23 pm,"199 HITT ST/LOCUST ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,INACTIVE (MUPD ONLY)
202001533,10/29/2020 02:59:46 pm,10/29/2020 12:48:00 pm-10/29/2020 12:54:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202001532,10/29/2020 01:43:00 am,10/29/2020 01:25:00 am-10/29/2020 01:30:00 am,"800 HITT STREET , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202001531,10/29/2020 12:30:00 am,10/29/2020 12:30:00 am-10/29/2020 12:30:00 am,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202001530,10/29/2020 04:10:28 am,10/28/2020 11:59:00 pm-10/29/2020 12:03:00 am,"699 ROLLINS ST/TIGER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001529,10/28/2020 11:04:00 pm,10/28/2020 11:04:00 pm-10/28/2020 11:04:00 pm,"799 TIGER AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202001528,10/28/2020 10:25:00 pm,10/28/2020 10:25:00 pm-10/28/2020 10:25:00 pm,"220 S TENTH ST , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202001527,10/28/2020 09:52:56 pm,10/28/2020 08:44:55 pm-10/28/2020 08:44:56 pm,"1024 ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202001527,10/28/2020 09:52:56 pm,10/28/2020 08:44:55 pm-10/28/2020 08:44:56 pm,"1024 ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202001526,10/28/2020 03:00:00 pm,10/28/2020 11:51:00 am-10/28/2020 11:51:00 am,"799 S COLLEGE AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
